concept_path	concept_cd	name_char	concept_blob	update_date	download_date	import_date	sourcesystem_cd	upload_id
\FHIR\ActivityDefinition\usage\	FHIR:ActivityDefinition.usage	FHIR ActivityDefinition usage		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ActivityDefinition\useContext\	FHIR:ActivityDefinition.useContext	FHIR ActivityDefinition useContext		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ActivityDefinition\useContext\code\	FHIR:ActivityDefinition.useContext.code	FHIR ActivityDefinition useContext code		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ActivityDefinition\useContext\valueCodeableConcept\	FHIR:ActivityDefinition.useContext.valueCodeableConcept	FHIR ActivityDefinition useContext valueCodeableConcept		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ActivityDefinition\useContext\valueCodeableConcept\coding\	FHIR:ActivityDefinition.useContext.valueCodeableConcept.coding	FHIR ActivityDefinition useContext valueCodeableConcept coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ActivityDefinition\useContext\valueQuantity\	FHIR:ActivityDefinition.useContext.valueQuantity	FHIR ActivityDefinition useContext valueQuantity		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ActivityDefinition\useContext\valueRange\	FHIR:ActivityDefinition.useContext.valueRange	FHIR ActivityDefinition useContext valueRange		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ActivityDefinition\useContext\valueRange\high\	FHIR:ActivityDefinition.useContext.valueRange.high	FHIR ActivityDefinition useContext valueRange high		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ActivityDefinition\useContext\valueRange\low\	FHIR:ActivityDefinition.useContext.valueRange.low	FHIR ActivityDefinition useContext valueRange low		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ActivityDefinition\version\	FHIR:ActivityDefinition.version	FHIR ActivityDefinition version		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\	FHIR:AdverseEvent	FHIR AdverseEvent		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\actuality\	FHIR:AdverseEvent.actuality	FHIR AdverseEvent actuality		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\category\	FHIR:AdverseEvent.category	FHIR AdverseEvent category		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\date\	FHIR:AdverseEvent.date	FHIR AdverseEvent date		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\description\	FHIR:AdverseEvent.description	FHIR AdverseEvent description		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\eventParticipant\	FHIR:AdverseEvent.eventParticipant	FHIR AdverseEvent eventParticipant		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\event\	FHIR:AdverseEvent.event	FHIR AdverseEvent event		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\event\coding\	FHIR:AdverseEvent.event.coding	FHIR AdverseEvent event coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\identifier\	FHIR:AdverseEvent.identifier	FHIR AdverseEvent identifier		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\identifier\period\	FHIR:AdverseEvent.identifier.period	FHIR AdverseEvent identifier period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\identifier\type\	FHIR:AdverseEvent.identifier.type	FHIR AdverseEvent identifier type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\identifier\type\coding\	FHIR:AdverseEvent.identifier.type.coding	FHIR AdverseEvent identifier type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\location\	FHIR:AdverseEvent.location	FHIR AdverseEvent location		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\outcome\	FHIR:AdverseEvent.outcome	FHIR AdverseEvent outcome		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\outcome\coding\	FHIR:AdverseEvent.outcome.coding	FHIR AdverseEvent outcome coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\recorder\	FHIR:AdverseEvent.recorder	FHIR AdverseEvent recorder		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\referenceDocument\	FHIR:AdverseEvent.referenceDocument	FHIR AdverseEvent referenceDocument		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\resultingCondition\	FHIR:AdverseEvent.resultingCondition	FHIR AdverseEvent resultingCondition		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\seriousness\	FHIR:AdverseEvent.seriousness	FHIR AdverseEvent seriousness		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\seriousness\coding\	FHIR:AdverseEvent.seriousness.coding	FHIR AdverseEvent seriousness coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\severity\	FHIR:AdverseEvent.severity	FHIR AdverseEvent severity		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\severity\coding\	FHIR:AdverseEvent.severity.coding	FHIR AdverseEvent severity coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\study\	FHIR:AdverseEvent.study	FHIR AdverseEvent study		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\subjectMedicalHistory\	FHIR:AdverseEvent.subjectMedicalHistory	FHIR AdverseEvent subjectMedicalHistory		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\subject\	FHIR:AdverseEvent.subject	FHIR AdverseEvent subject		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\suspectEntity\	FHIR:AdverseEvent.suspectEntity	FHIR AdverseEvent suspectEntity		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\suspectEntity\causality\	FHIR:AdverseEvent.suspectEntity.causality	FHIR AdverseEvent suspectEntity causality		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\suspectEntity\causality\assessment\	FHIR:AdverseEvent.suspectEntity.causality.assessment	FHIR AdverseEvent suspectEntity causality assessment		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\suspectEntity\causality\assessment\coding\	FHIR:AdverseEvent.suspectEntity.causality.assessment.coding	FHIR AdverseEvent suspectEntity causality assessment coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\suspectEntity\causality\method\	FHIR:AdverseEvent.suspectEntity.causality.method	FHIR AdverseEvent suspectEntity causality method		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AdverseEvent\suspectEntity\causality\method\coding\	FHIR:AdverseEvent.suspectEntity.causality.method.coding	FHIR AdverseEvent suspectEntity causality method coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\	FHIR:AllergyIntolerance	FHIR AllergyIntolerance		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\assertedDate\	FHIR:AllergyIntolerance.assertedDate	FHIR AllergyIntolerance assertedDate		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\asserter\	FHIR:AllergyIntolerance.asserter	FHIR AllergyIntolerance asserter		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\category\	FHIR:AllergyIntolerance.category	FHIR AllergyIntolerance category		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\clinicalStatus\	FHIR:AllergyIntolerance.clinicalStatus	FHIR AllergyIntolerance clinicalStatus		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\code\	FHIR:AllergyIntolerance.code	FHIR AllergyIntolerance code		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\code\coding\	FHIR:AllergyIntolerance.code.coding	FHIR AllergyIntolerance code coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\criticality\	FHIR:AllergyIntolerance.criticality	FHIR AllergyIntolerance criticality		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\identifier\	FHIR:AllergyIntolerance.identifier	FHIR AllergyIntolerance identifier		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\identifier\period\	FHIR:AllergyIntolerance.identifier.period	FHIR AllergyIntolerance identifier period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\identifier\type\	FHIR:AllergyIntolerance.identifier.type	FHIR AllergyIntolerance identifier type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\identifier\type\coding\	FHIR:AllergyIntolerance.identifier.type.coding	FHIR AllergyIntolerance identifier type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\lastOccurrence\	FHIR:AllergyIntolerance.lastOccurrence	FHIR AllergyIntolerance lastOccurrence		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\note\	FHIR:AllergyIntolerance.note	FHIR AllergyIntolerance note		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\onsetAge\	FHIR:AllergyIntolerance.onsetAge	FHIR AllergyIntolerance onsetAge		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\onsetDateTime\	FHIR:AllergyIntolerance.onsetDateTime	FHIR AllergyIntolerance onsetDateTime		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\onsetPeriod\	FHIR:AllergyIntolerance.onsetPeriod	FHIR AllergyIntolerance onsetPeriod		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\onsetRange\	FHIR:AllergyIntolerance.onsetRange	FHIR AllergyIntolerance onsetRange		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\onsetRange\high\	FHIR:AllergyIntolerance.onsetRange.high	FHIR AllergyIntolerance onsetRange high		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\onsetRange\low\	FHIR:AllergyIntolerance.onsetRange.low	FHIR AllergyIntolerance onsetRange low		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\onsetString\	FHIR:AllergyIntolerance.onsetString	FHIR AllergyIntolerance onsetString		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\patient\	FHIR:AllergyIntolerance.patient	FHIR AllergyIntolerance patient		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\reaction\	FHIR:AllergyIntolerance.reaction	FHIR AllergyIntolerance reaction		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\reaction\exposureRoute\	FHIR:AllergyIntolerance.reaction.exposureRoute	FHIR AllergyIntolerance reaction exposureRoute		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\reaction\exposureRoute\coding\	FHIR:AllergyIntolerance.reaction.exposureRoute.coding	FHIR AllergyIntolerance reaction exposureRoute coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\reaction\manifestation\	FHIR:AllergyIntolerance.reaction.manifestation	FHIR AllergyIntolerance reaction manifestation		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\reaction\manifestation\coding\	FHIR:AllergyIntolerance.reaction.manifestation.coding	FHIR AllergyIntolerance reaction manifestation coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\reaction\note\	FHIR:AllergyIntolerance.reaction.note	FHIR AllergyIntolerance reaction note		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\reaction\substance\	FHIR:AllergyIntolerance.reaction.substance	FHIR AllergyIntolerance reaction substance		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\reaction\substance\coding\	FHIR:AllergyIntolerance.reaction.substance.coding	FHIR AllergyIntolerance reaction substance coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\recorder\	FHIR:AllergyIntolerance.recorder	FHIR AllergyIntolerance recorder		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\type\	FHIR:AllergyIntolerance.type	FHIR AllergyIntolerance type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AllergyIntolerance\verificationStatus\	FHIR:AllergyIntolerance.verificationStatus	FHIR AllergyIntolerance verificationStatus		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AppointmentResponse\	FHIR:AppointmentResponse	FHIR AppointmentResponse		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AppointmentResponse\actor\	FHIR:AppointmentResponse.actor	FHIR AppointmentResponse actor		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AppointmentResponse\appointment\	FHIR:AppointmentResponse.appointment	FHIR AppointmentResponse appointment		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AppointmentResponse\comment\	FHIR:AppointmentResponse.comment	FHIR AppointmentResponse comment		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AppointmentResponse\end\	FHIR:AppointmentResponse.end	FHIR AppointmentResponse end		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AppointmentResponse\identifier\	FHIR:AppointmentResponse.identifier	FHIR AppointmentResponse identifier		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AppointmentResponse\identifier\period\	FHIR:AppointmentResponse.identifier.period	FHIR AppointmentResponse identifier period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AppointmentResponse\identifier\type\	FHIR:AppointmentResponse.identifier.type	FHIR AppointmentResponse identifier type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AppointmentResponse\identifier\type\coding\	FHIR:AppointmentResponse.identifier.type.coding	FHIR AppointmentResponse identifier type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AppointmentResponse\participantStatus\	FHIR:AppointmentResponse.participantStatus	FHIR AppointmentResponse participantStatus		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AppointmentResponse\participantType\	FHIR:AppointmentResponse.participantType	FHIR AppointmentResponse participantType		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AppointmentResponse\participantType\coding\	FHIR:AppointmentResponse.participantType.coding	FHIR AppointmentResponse participantType coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\AppointmentResponse\start\	FHIR:AppointmentResponse.start	FHIR AppointmentResponse start		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Appointment\	FHIR:Appointment	FHIR Appointment		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Appointment\appointmentType\	FHIR:Appointment.appointmentType	FHIR Appointment appointmentType		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Appointment\appointmentType\coding\	FHIR:Appointment.appointmentType.coding	FHIR Appointment appointmentType coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Appointment\comment\	FHIR:Appointment.comment	FHIR Appointment comment		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Appointment\created\	FHIR:Appointment.created	FHIR Appointment created		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Appointment\description\	FHIR:Appointment.description	FHIR Appointment description		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Appointment\end\	FHIR:Appointment.end	FHIR Appointment end		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Appointment\identifier\	FHIR:Appointment.identifier	FHIR Appointment identifier		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Appointment\identifier\period\	FHIR:Appointment.identifier.period	FHIR Appointment identifier period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Appointment\identifier\type\	FHIR:Appointment.identifier.type	FHIR Appointment identifier type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Appointment\identifier\type\coding\	FHIR:Appointment.identifier.type.coding	FHIR Appointment identifier type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Appointment\incomingReferral\	FHIR:Appointment.incomingReferral	FHIR Appointment incomingReferral		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
