modifier_path	modifier_cd	name_char	modifier_blob	update_date	download_date	import_date	sourcesystem_cd	upload_id
\FHIR\Annotation\authorString\	FHIR:Annotation.authorString	FHIR Annotation authorString		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Annotation\text\	FHIR:Annotation.text	FHIR Annotation text		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Annotation\time\	FHIR:Annotation.time	FHIR Annotation time		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\AppointmentResponse\actor\	FHIR:AppointmentResponse.actor	FHIR AppointmentResponse actor		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\AppointmentResponse\appointment\	FHIR:AppointmentResponse.appointment	FHIR AppointmentResponse appointment		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\AppointmentResponse\comment\	FHIR:AppointmentResponse.comment	FHIR AppointmentResponse comment		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\AppointmentResponse\end\	FHIR:AppointmentResponse.end	FHIR AppointmentResponse end		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\AppointmentResponse\identifier\	FHIR:AppointmentResponse.identifier	FHIR AppointmentResponse identifier		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\AppointmentResponse\participantStatus\	FHIR:AppointmentResponse.participantStatus	FHIR AppointmentResponse participantStatus		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\AppointmentResponse\participantType\	FHIR:AppointmentResponse.participantType	FHIR AppointmentResponse participantType		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\AppointmentResponse\start\	FHIR:AppointmentResponse.start	FHIR AppointmentResponse start		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\appointmentType\	FHIR:Appointment.appointmentType	FHIR Appointment appointmentType		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\comment\	FHIR:Appointment.comment	FHIR Appointment comment		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\created\	FHIR:Appointment.created	FHIR Appointment created		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\description\	FHIR:Appointment.description	FHIR Appointment description		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\end\	FHIR:Appointment.end	FHIR Appointment end		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\identifier\	FHIR:Appointment.identifier	FHIR Appointment identifier		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\incomingReferral\	FHIR:Appointment.incomingReferral	FHIR Appointment incomingReferral		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\indication\	FHIR:Appointment.indication	FHIR Appointment indication		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\minutesDuration\	FHIR:Appointment.minutesDuration	FHIR Appointment minutesDuration		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\participant\	FHIR:Appointment.participant	FHIR Appointment participant		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\participant\actor\	FHIR:Appointment.participant.actor	FHIR Appointment participant actor		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\participant\required\	FHIR:Appointment.participant.required	FHIR Appointment participant required		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\participant\status\	FHIR:Appointment.participant.status	FHIR Appointment participant status		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\participant\type\	FHIR:Appointment.participant.type	FHIR Appointment participant type		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\patientInstruction\	FHIR:Appointment.patientInstruction	FHIR Appointment patientInstruction		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\priority\	FHIR:Appointment.priority	FHIR Appointment priority		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\reason\	FHIR:Appointment.reason	FHIR Appointment reason		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\requestedPeriod\	FHIR:Appointment.requestedPeriod	FHIR Appointment requestedPeriod		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\serviceCategory\	FHIR:Appointment.serviceCategory	FHIR Appointment serviceCategory		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\serviceType\	FHIR:Appointment.serviceType	FHIR Appointment serviceType		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\slot\	FHIR:Appointment.slot	FHIR Appointment slot		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\specialty\	FHIR:Appointment.specialty	FHIR Appointment specialty		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\start\	FHIR:Appointment.start	FHIR Appointment start		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\status\	FHIR:Appointment.status	FHIR Appointment status		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Appointment\supportingInformation\	FHIR:Appointment.supportingInformation	FHIR Appointment supportingInformation		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Attachment\contentType\	FHIR:Attachment.contentType	FHIR Attachment contentType		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Attachment\creation\	FHIR:Attachment.creation	FHIR Attachment creation		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Attachment\data\	FHIR:Attachment.data	FHIR Attachment data		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Attachment\hash\	FHIR:Attachment.hash	FHIR Attachment hash		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Attachment\language\	FHIR:Attachment.language	FHIR Attachment language		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Attachment\size\	FHIR:Attachment.size	FHIR Attachment size		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Attachment\title\	FHIR:Attachment.title	FHIR Attachment title		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Attachment\url\	FHIR:Attachment.url	FHIR Attachment url		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\BodyStructure\active\	FHIR:BodyStructure.active	FHIR BodyStructure active		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\BodyStructure\description\	FHIR:BodyStructure.description	FHIR BodyStructure description		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\BodyStructure\identifier\	FHIR:BodyStructure.identifier	FHIR BodyStructure identifier		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\BodyStructure\image\	FHIR:BodyStructure.image	FHIR BodyStructure image		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\BodyStructure\locationQualifier\	FHIR:BodyStructure.locationQualifier	FHIR BodyStructure locationQualifier		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\BodyStructure\location\	FHIR:BodyStructure.location	FHIR BodyStructure location		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\BodyStructure\morphology\	FHIR:BodyStructure.morphology	FHIR BodyStructure morphology		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\BodyStructure\patient\	FHIR:BodyStructure.patient	FHIR BodyStructure patient		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\	FHIR:CarePlan.activity	FHIR CarePlan activity		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\detail\	FHIR:CarePlan.activity.detail	FHIR CarePlan activity detail		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\detail\code\	FHIR:CarePlan.activity.detail.code	FHIR CarePlan activity detail code		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\detail\dailyAmount\	FHIR:CarePlan.activity.detail.dailyAmount	FHIR CarePlan activity detail dailyAmount		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\detail\description\	FHIR:CarePlan.activity.detail.description	FHIR CarePlan activity detail description		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\detail\goal\	FHIR:CarePlan.activity.detail.goal	FHIR CarePlan activity detail goal		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\detail\instantiates\	FHIR:CarePlan.activity.detail.instantiates	FHIR CarePlan activity detail instantiates		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\detail\kind\	FHIR:CarePlan.activity.detail.kind	FHIR CarePlan activity detail kind		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\detail\location\	FHIR:CarePlan.activity.detail.location	FHIR CarePlan activity detail location		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\detail\performer\	FHIR:CarePlan.activity.detail.performer	FHIR CarePlan activity detail performer		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\detail\productCodeableConcept\	FHIR:CarePlan.activity.detail.productCodeableConcept	FHIR CarePlan activity detail productCodeableConcept		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\detail\productReference\	FHIR:CarePlan.activity.detail.productReference	FHIR CarePlan activity detail productReference		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\detail\prohibited\	FHIR:CarePlan.activity.detail.prohibited	FHIR CarePlan activity detail prohibited		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\detail\quantity\	FHIR:CarePlan.activity.detail.quantity	FHIR CarePlan activity detail quantity		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\detail\reasonCode\	FHIR:CarePlan.activity.detail.reasonCode	FHIR CarePlan activity detail reasonCode		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\detail\reasonReference\	FHIR:CarePlan.activity.detail.reasonReference	FHIR CarePlan activity detail reasonReference		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\detail\scheduledPeriod\	FHIR:CarePlan.activity.detail.scheduledPeriod	FHIR CarePlan activity detail scheduledPeriod		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\detail\scheduledString\	FHIR:CarePlan.activity.detail.scheduledString	FHIR CarePlan activity detail scheduledString		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\detail\scheduledTiming\	FHIR:CarePlan.activity.detail.scheduledTiming	FHIR CarePlan activity detail scheduledTiming		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\detail\statusReason\	FHIR:CarePlan.activity.detail.statusReason	FHIR CarePlan activity detail statusReason		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\detail\status\	FHIR:CarePlan.activity.detail.status	FHIR CarePlan activity detail status		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\outcomeCodeableConcept\	FHIR:CarePlan.activity.outcomeCodeableConcept	FHIR CarePlan activity outcomeCodeableConcept		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\outcomeReference\	FHIR:CarePlan.activity.outcomeReference	FHIR CarePlan activity outcomeReference		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\progress\	FHIR:CarePlan.activity.progress	FHIR CarePlan activity progress		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\activity\reference\	FHIR:CarePlan.activity.reference	FHIR CarePlan activity reference		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\addresses\	FHIR:CarePlan.addresses	FHIR CarePlan addresses		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\author\	FHIR:CarePlan.author	FHIR CarePlan author		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\basedOn\	FHIR:CarePlan.basedOn	FHIR CarePlan basedOn		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\careTeam\	FHIR:CarePlan.careTeam	FHIR CarePlan careTeam		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\category\	FHIR:CarePlan.category	FHIR CarePlan category		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\context\	FHIR:CarePlan.context	FHIR CarePlan context		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\description\	FHIR:CarePlan.description	FHIR CarePlan description		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\goal\	FHIR:CarePlan.goal	FHIR CarePlan goal		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\identifier\	FHIR:CarePlan.identifier	FHIR CarePlan identifier		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\instantiates\	FHIR:CarePlan.instantiates	FHIR CarePlan instantiates		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\intent\	FHIR:CarePlan.intent	FHIR CarePlan intent		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\note\	FHIR:CarePlan.note	FHIR CarePlan note		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\partOf\	FHIR:CarePlan.partOf	FHIR CarePlan partOf		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\period\	FHIR:CarePlan.period	FHIR CarePlan period		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\replaces\	FHIR:CarePlan.replaces	FHIR CarePlan replaces		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\status\	FHIR:CarePlan.status	FHIR CarePlan status		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\subject\	FHIR:CarePlan.subject	FHIR CarePlan subject		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\supportingInfo\	FHIR:CarePlan.supportingInfo	FHIR CarePlan supportingInfo		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CarePlan\title\	FHIR:CarePlan.title	FHIR CarePlan title		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CareTeam\category\	FHIR:CareTeam.category	FHIR CareTeam category		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CareTeam\context\	FHIR:CareTeam.context	FHIR CareTeam context		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CareTeam\identifier\	FHIR:CareTeam.identifier	FHIR CareTeam identifier		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CareTeam\managingOrganization\	FHIR:CareTeam.managingOrganization	FHIR CareTeam managingOrganization		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CareTeam\name\	FHIR:CareTeam.name	FHIR CareTeam name		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CareTeam\note\	FHIR:CareTeam.note	FHIR CareTeam note		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CareTeam\participant\	FHIR:CareTeam.participant	FHIR CareTeam participant		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CareTeam\participant\member\	FHIR:CareTeam.participant.member	FHIR CareTeam participant member		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CareTeam\participant\onBehalfOf\	FHIR:CareTeam.participant.onBehalfOf	FHIR CareTeam participant onBehalfOf		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CareTeam\participant\period\	FHIR:CareTeam.participant.period	FHIR CareTeam participant period		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CareTeam\participant\role\	FHIR:CareTeam.participant.role	FHIR CareTeam participant role		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CareTeam\period\	FHIR:CareTeam.period	FHIR CareTeam period		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CareTeam\reasonCode\	FHIR:CareTeam.reasonCode	FHIR CareTeam reasonCode		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CareTeam\reasonReference\	FHIR:CareTeam.reasonReference	FHIR CareTeam reasonReference		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CareTeam\status\	FHIR:CareTeam.status	FHIR CareTeam status		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
